score,true_label,attack_family,cost_proxy,score_source
0.081522,0,normal,0.252989,kddcup99_no_training_proxy
0.120761,0,normal,0.278495,kddcup99_no_training_proxy
0.199891,0,normal,0.329929,kddcup99_no_training_proxy
0.198293,0,normal,0.378890,kddcup99_no_training_proxy
0.064674,0,normal,0.242038,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.077935,0,normal,0.250658,kddcup99_no_training_proxy
0.222500,0,normal,0.344625,kddcup99_no_training_proxy
0.210761,0,normal,0.336995,kddcup99_no_training_proxy
0.092941,0,normal,0.260412,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.092283,0,normal,0.259984,kddcup99_no_training_proxy
0.086739,0,normal,0.256380,kddcup99_no_training_proxy
0.068696,0,normal,0.244652,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.081522,0,normal,0.252989,kddcup99_no_training_proxy
0.122826,0,normal,0.279837,kddcup99_no_training_proxy
0.198293,0,normal,0.378890,kddcup99_no_training_proxy
0.110217,0,normal,0.271641,kddcup99_no_training_proxy
0.103043,0,normal,0.266978,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.095870,0,normal,0.262315,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.090870,0,normal,0.259065,kddcup99_no_training_proxy
0.278614,0,normal,0.381099,kddcup99_no_training_proxy
0.081522,0,normal,0.252989,kddcup99_no_training_proxy
0.110217,0,normal,0.271641,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.120761,0,normal,0.278495,kddcup99_no_training_proxy
0.233587,0,normal,0.401832,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.230000,0,normal,0.399500,kddcup99_no_training_proxy
0.077647,0,normal,0.250471,kddcup99_no_training_proxy
0.061176,0,normal,0.239765,kddcup99_no_training_proxy
0.147717,0,normal,0.296016,kddcup99_no_training_proxy
0.110217,0,normal,0.271641,kddcup99_no_training_proxy
0.143587,0,normal,0.343332,kddcup99_no_training_proxy
0.230000,0,normal,0.399500,kddcup99_no_training_proxy
0.065850,0,normal,0.242803,kddcup99_no_training_proxy
0.103043,0,normal,0.266978,kddcup99_no_training_proxy
0.103043,0,normal,0.266978,kddcup99_no_training_proxy
0.110000,0,normal,0.271500,kddcup99_no_training_proxy
0.200000,0,normal,0.330000,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.079022,0,normal,0.251364,kddcup99_no_training_proxy
0.243587,0,normal,0.408332,kddcup99_no_training_proxy
0.272717,0,normal,0.377266,kddcup99_no_training_proxy
0.340000,1,smurf,0.471000,kddcup99_no_training_proxy
0.199891,0,normal,0.329929,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.230000,0,normal,0.399500,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.067174,0,normal,0.243663,kddcup99_no_training_proxy
0.157065,0,normal,0.302092,kddcup99_no_training_proxy
0.193587,0,normal,0.375832,kddcup99_no_training_proxy
0.183043,0,normal,0.318978,kddcup99_no_training_proxy
0.215940,0,normal,0.390361,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.124348,0,normal,0.280826,kddcup99_no_training_proxy
0.260000,0,normal,0.369000,kddcup99_no_training_proxy
0.540620,0,normal,0.651403,kddcup99_no_training_proxy
0.063529,0,normal,0.241294,kddcup99_no_training_proxy
0.340000,1,smurf,0.471000,kddcup99_no_training_proxy
0.072935,0,normal,0.247408,kddcup99_no_training_proxy
0.075680,0,normal,0.249192,kddcup99_no_training_proxy
0.064674,0,normal,0.242038,kddcup99_no_training_proxy
0.175870,0,normal,0.314315,kddcup99_no_training_proxy
0.062263,0,normal,0.240471,kddcup99_no_training_proxy
0.140652,0,normal,0.291424,kddcup99_no_training_proxy
0.193587,0,normal,0.375832,kddcup99_no_training_proxy
0.430000,0,normal,0.579500,kddcup99_no_training_proxy
0.235870,0,normal,0.353315,kddcup99_no_training_proxy
0.602174,1,neptune,0.741413,kddcup99_no_training_proxy
0.062263,0,normal,0.240471,kddcup99_no_training_proxy
0.217500,0,normal,0.341375,kddcup99_no_training_proxy
0.062353,0,normal,0.240529,kddcup99_no_training_proxy
0.340000,1,smurf,0.471000,kddcup99_no_training_proxy
0.070761,0,normal,0.245995,kddcup99_no_training_proxy
0.095870,0,normal,0.262315,kddcup99_no_training_proxy
0.147174,0,normal,0.345663,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.098043,0,normal,0.263728,kddcup99_no_training_proxy
0.170000,0,normal,0.310500,kddcup99_no_training_proxy
0.100543,0,normal,0.265353,kddcup99_no_training_proxy
0.430000,0,normal,0.579500,kddcup99_no_training_proxy
0.241630,0,normal,0.357060,kddcup99_no_training_proxy
0.096957,0,normal,0.263022,kddcup99_no_training_proxy
0.171196,0,normal,0.311277,kddcup99_no_training_proxy
0.092283,0,normal,0.259984,kddcup99_no_training_proxy
0.228696,0,normal,0.348652,kddcup99_no_training_proxy
0.117391,0,normal,0.276304,kddcup99_no_training_proxy
0.062174,0,normal,0.240413,kddcup99_no_training_proxy
0.077935,0,normal,0.250658,kddcup99_no_training_proxy
0.185543,0,normal,0.320603,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.428601,0,normal,0.578591,kddcup99_no_training_proxy
0.206739,0,normal,0.334380,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.210000,0,normal,0.336500,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.066662,0,normal,0.243330,kddcup99_no_training_proxy
0.160435,0,normal,0.304283,kddcup99_no_training_proxy
0.070588,0,normal,0.245882,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.109891,0,normal,0.271429,kddcup99_no_training_proxy
0.098478,0,normal,0.264011,kddcup99_no_training_proxy
0.230000,0,normal,0.399500,kddcup99_no_training_proxy
0.430000,0,normal,0.579500,kddcup99_no_training_proxy
0.340000,1,smurf,0.471000,kddcup99_no_training_proxy
0.230000,0,normal,0.399500,kddcup99_no_training_proxy
0.197116,0,normal,0.378126,kddcup99_no_training_proxy
0.067174,0,normal,0.243663,kddcup99_no_training_proxy
0.063440,0,normal,0.241236,kddcup99_no_training_proxy
0.151304,0,normal,0.298348,kddcup99_no_training_proxy
0.230000,0,normal,0.399500,kddcup99_no_training_proxy
0.166239,0,normal,0.358055,kddcup99_no_training_proxy
0.110000,0,normal,0.271500,kddcup99_no_training_proxy
0.075217,0,normal,0.248891,kddcup99_no_training_proxy
0.070761,0,normal,0.245995,kddcup99_no_training_proxy
0.126739,0,normal,0.282380,kddcup99_no_training_proxy
0.260000,0,normal,0.369000,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.069348,0,normal,0.245076,kddcup99_no_training_proxy
0.094130,0,normal,0.261185,kddcup99_no_training_proxy
0.095870,0,normal,0.262315,kddcup99_no_training_proxy
0.200000,0,normal,0.330000,kddcup99_no_training_proxy
0.063587,0,normal,0.241332,kddcup99_no_training_proxy
0.176413,0,normal,0.314668,kddcup99_no_training_proxy
0.142500,0,normal,0.292625,kddcup99_no_training_proxy
0.061087,0,normal,0.239707,kddcup99_no_training_proxy
0.211522,0,normal,0.387489,kddcup99_no_training_proxy
0.070761,0,normal,0.245995,kddcup99_no_training_proxy
0.090543,0,normal,0.258853,kddcup99_no_training_proxy
0.082826,0,normal,0.253837,kddcup99_no_training_proxy
0.178370,0,normal,0.315940,kddcup99_no_training_proxy
0.430000,0,normal,0.579500,kddcup99_no_training_proxy
0.261006,0,normal,0.369654,kddcup99_no_training_proxy
0.092283,0,normal,0.259984,kddcup99_no_training_proxy
0.430000,0,normal,0.579500,kddcup99_no_training_proxy
0.110000,0,normal,0.271500,kddcup99_no_training_proxy
0.077935,0,normal,0.250658,kddcup99_no_training_proxy
0.081522,0,normal,0.252989,kddcup99_no_training_proxy
0.083370,0,normal,0.254190,kddcup99_no_training_proxy
0.065850,0,normal,0.242803,kddcup99_no_training_proxy
0.260000,0,normal,0.369000,kddcup99_no_training_proxy
0.081522,0,normal,0.252989,kddcup99_no_training_proxy
0.171196,0,normal,0.311277,kddcup99_no_training_proxy
0.138913,0,normal,0.290293,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.430000,0,normal,0.579500,kddcup99_no_training_proxy
0.088696,0,normal,0.257652,kddcup99_no_training_proxy
0.646900,1,satan,0.770485,kddcup99_no_training_proxy
0.089783,0,normal,0.258359,kddcup99_no_training_proxy
0.075435,0,normal,0.249033,kddcup99_no_training_proxy
0.207174,0,normal,0.334663,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.131739,0,normal,0.285630,kddcup99_no_training_proxy
0.063587,0,normal,0.241332,kddcup99_no_training_proxy
0.089412,0,normal,0.258118,kddcup99_no_training_proxy
0.128152,0,normal,0.283299,kddcup99_no_training_proxy
0.113804,0,normal,0.273973,kddcup99_no_training_proxy
0.260000,0,normal,0.369000,kddcup99_no_training_proxy
0.128152,0,normal,0.283299,kddcup99_no_training_proxy
0.063587,0,normal,0.241332,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.394923,0,normal,0.556700,kddcup99_no_training_proxy
0.076304,0,normal,0.249598,kddcup99_no_training_proxy
0.077935,0,normal,0.250658,kddcup99_no_training_proxy
0.154348,0,normal,0.350326,kddcup99_no_training_proxy
0.110000,0,normal,0.271500,kddcup99_no_training_proxy
0.140000,0,normal,0.341000,kddcup99_no_training_proxy
0.133370,0,normal,0.286690,kddcup99_no_training_proxy
0.095870,0,normal,0.262315,kddcup99_no_training_proxy
0.074348,0,normal,0.248326,kddcup99_no_training_proxy
0.066662,0,normal,0.243330,kddcup99_no_training_proxy
0.067174,0,normal,0.243663,kddcup99_no_training_proxy
0.095543,0,normal,0.262103,kddcup99_no_training_proxy
0.091957,0,normal,0.259772,kddcup99_no_training_proxy
0.063440,0,normal,0.241236,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.126196,0,normal,0.282027,kddcup99_no_training_proxy
0.235870,0,normal,0.353315,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.140000,0,normal,0.341000,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.200000,0,normal,0.380000,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.063587,0,normal,0.241332,kddcup99_no_training_proxy
0.083696,0,normal,0.254402,kddcup99_no_training_proxy
0.143587,0,normal,0.343332,kddcup99_no_training_proxy
0.608696,1,neptune,0.745652,kddcup99_no_training_proxy
0.072852,0,normal,0.247354,kddcup99_no_training_proxy
0.103043,0,normal,0.266978,kddcup99_no_training_proxy
0.260000,0,normal,0.369000,kddcup99_no_training_proxy
0.081957,0,normal,0.253272,kddcup99_no_training_proxy
0.312283,0,normal,0.452984,kddcup99_no_training_proxy
0.096957,0,normal,0.263022,kddcup99_no_training_proxy
0.070870,0,normal,0.246065,kddcup99_no_training_proxy
0.340000,1,smurf,0.471000,kddcup99_no_training_proxy
0.062263,0,normal,0.240471,kddcup99_no_training_proxy
0.159783,0,normal,0.303859,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.069022,0,normal,0.244864,kddcup99_no_training_proxy
0.075680,0,normal,0.249192,kddcup99_no_training_proxy
0.238587,0,normal,0.405082,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.090652,0,normal,0.258924,kddcup99_no_training_proxy
0.064616,0,normal,0.242001,kddcup99_no_training_proxy
0.260000,0,normal,0.369000,kddcup99_no_training_proxy
0.222174,0,normal,0.344413,kddcup99_no_training_proxy
0.340000,1,smurf,0.471000,kddcup99_no_training_proxy
0.430000,0,normal,0.579500,kddcup99_no_training_proxy
0.430000,0,normal,0.579500,kddcup99_no_training_proxy
0.099130,0,normal,0.264435,kddcup99_no_training_proxy
0.092283,0,normal,0.259984,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.088370,0,normal,0.257440,kddcup99_no_training_proxy
0.217935,0,normal,0.341658,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.081522,0,normal,0.252989,kddcup99_no_training_proxy
0.110000,0,normal,0.271500,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.260000,0,normal,0.369000,kddcup99_no_training_proxy
0.430000,0,normal,0.579500,kddcup99_no_training_proxy
0.113804,0,normal,0.273973,kddcup99_no_training_proxy
0.082854,0,normal,0.253855,kddcup99_no_training_proxy
0.063587,0,normal,0.241332,kddcup99_no_training_proxy
0.068235,0,normal,0.244353,kddcup99_no_training_proxy
0.120978,0,normal,0.278636,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.088696,0,normal,0.257652,kddcup99_no_training_proxy
0.074348,0,normal,0.248326,kddcup99_no_training_proxy
0.068146,0,normal,0.244295,kddcup99_no_training_proxy
0.071522,0,normal,0.246489,kddcup99_no_training_proxy
0.063440,0,normal,0.241236,kddcup99_no_training_proxy
0.071765,0,normal,0.246647,kddcup99_no_training_proxy
0.230000,0,normal,0.399500,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.070761,0,normal,0.245995,kddcup99_no_training_proxy
0.149891,0,normal,0.297429,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.120978,0,normal,0.278636,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.106304,0,normal,0.269098,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.144674,0,normal,0.344038,kddcup99_no_training_proxy
0.074348,0,normal,0.248326,kddcup99_no_training_proxy
0.230000,0,normal,0.399500,kddcup99_no_training_proxy
0.074348,0,normal,0.248326,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.071522,0,normal,0.246489,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.085109,0,normal,0.255321,kddcup99_no_training_proxy
0.075543,0,normal,0.249103,kddcup99_no_training_proxy
0.067174,0,normal,0.243663,kddcup99_no_training_proxy
0.136957,0,normal,0.289022,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.195940,0,normal,0.377361,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.153587,0,normal,0.349832,kddcup99_no_training_proxy
0.092500,0,normal,0.260125,kddcup99_no_training_proxy
0.062263,0,normal,0.240471,kddcup99_no_training_proxy
0.067174,0,normal,0.243663,kddcup99_no_training_proxy
0.069022,0,normal,0.244864,kddcup99_no_training_proxy
0.120978,0,normal,0.278636,kddcup99_no_training_proxy
0.260000,0,normal,0.369000,kddcup99_no_training_proxy
0.062263,0,normal,0.240471,kddcup99_no_training_proxy
0.099457,0,normal,0.264647,kddcup99_no_training_proxy
0.233587,0,normal,0.401832,kddcup99_no_training_proxy
0.063587,0,normal,0.241332,kddcup99_no_training_proxy
0.114783,0,normal,0.274609,kddcup99_no_training_proxy
0.174496,0,normal,0.313422,kddcup99_no_training_proxy
0.080870,0,normal,0.252565,kddcup99_no_training_proxy
0.115978,0,normal,0.275386,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.202830,0,normal,0.331839,kddcup99_no_training_proxy
0.069348,0,normal,0.245076,kddcup99_no_training_proxy
0.158696,0,normal,0.303152,kddcup99_no_training_proxy
0.201176,0,normal,0.330765,kddcup99_no_training_proxy
0.081985,0,normal,0.253290,kddcup99_no_training_proxy
0.145761,0,normal,0.294745,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.081522,0,normal,0.252989,kddcup99_no_training_proxy
0.143587,0,normal,0.343332,kddcup99_no_training_proxy
0.200000,0,normal,0.330000,kddcup99_no_training_proxy
0.180000,0,normal,0.367000,kddcup99_no_training_proxy
0.062174,0,normal,0.240413,kddcup99_no_training_proxy
0.096304,0,normal,0.262598,kddcup99_no_training_proxy
0.230000,0,normal,0.399500,kddcup99_no_training_proxy
0.230000,0,normal,0.399500,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.077935,0,normal,0.250658,kddcup99_no_training_proxy
0.102391,0,normal,0.266554,kddcup99_no_training_proxy
0.200000,0,normal,0.330000,kddcup99_no_training_proxy
0.062174,0,normal,0.240413,kddcup99_no_training_proxy
0.340000,1,smurf,0.471000,kddcup99_no_training_proxy
0.151848,0,normal,0.348701,kddcup99_no_training_proxy
0.116848,0,normal,0.275951,kddcup99_no_training_proxy
0.089783,0,normal,0.258359,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.192717,0,normal,0.325266,kddcup99_no_training_proxy
0.217283,0,normal,0.341234,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.077935,0,normal,0.250658,kddcup99_no_training_proxy
0.085109,0,normal,0.255321,kddcup99_no_training_proxy
0.103043,0,normal,0.266978,kddcup99_no_training_proxy
0.340000,1,smurf,0.471000,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.124348,0,normal,0.280826,kddcup99_no_training_proxy
0.229457,0,normal,0.399147,kddcup99_no_training_proxy
0.117391,0,normal,0.276304,kddcup99_no_training_proxy
0.235000,0,normal,0.352750,kddcup99_no_training_proxy
0.110217,0,normal,0.271641,kddcup99_no_training_proxy
0.094891,0,normal,0.261679,kddcup99_no_training_proxy
0.430000,0,normal,0.579500,kddcup99_no_training_proxy
0.230000,0,normal,0.399500,kddcup99_no_training_proxy
0.243478,0,normal,0.358261,kddcup99_no_training_proxy
0.146939,0,normal,0.295510,kddcup99_no_training_proxy
0.061176,0,normal,0.239765,kddcup99_no_training_proxy
0.085109,0,normal,0.255321,kddcup99_no_training_proxy
0.070761,0,normal,0.245995,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.064674,0,normal,0.242038,kddcup99_no_training_proxy
0.676522,1,neptune,0.789739,kddcup99_no_training_proxy
0.160435,0,normal,0.304283,kddcup99_no_training_proxy
0.073370,0,normal,0.247690,kddcup99_no_training_proxy
0.090543,0,normal,0.258853,kddcup99_no_training_proxy
0.210000,0,normal,0.336500,kddcup99_no_training_proxy
0.103043,0,normal,0.266978,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.081522,0,normal,0.252989,kddcup99_no_training_proxy
0.176304,0,normal,0.314598,kddcup99_no_training_proxy
0.074348,0,normal,0.248326,kddcup99_no_training_proxy
0.113804,0,normal,0.273973,kddcup99_no_training_proxy
0.085109,0,normal,0.255321,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.186196,0,normal,0.321027,kddcup99_no_training_proxy
0.121739,0,normal,0.279130,kddcup99_no_training_proxy
0.077935,0,normal,0.250658,kddcup99_no_training_proxy
0.064437,0,normal,0.241884,kddcup99_no_training_proxy
0.095870,0,normal,0.262315,kddcup99_no_training_proxy
0.081522,0,normal,0.252989,kddcup99_no_training_proxy
0.062174,0,normal,0.240413,kddcup99_no_training_proxy
0.112500,0,normal,0.273125,kddcup99_no_training_proxy
0.090588,0,normal,0.258882,kddcup99_no_training_proxy
0.092283,0,normal,0.259984,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.071848,0,normal,0.246701,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.175000,0,normal,0.313750,kddcup99_no_training_proxy
0.181957,0,normal,0.318272,kddcup99_no_training_proxy
0.165000,0,normal,0.307250,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.197500,0,normal,0.328375,kddcup99_no_training_proxy
0.081522,0,normal,0.252989,kddcup99_no_training_proxy
0.260000,0,normal,0.369000,kddcup99_no_training_proxy
0.063529,0,normal,0.241294,kddcup99_no_training_proxy
0.061087,0,normal,0.239707,kddcup99_no_training_proxy
0.203261,0,normal,0.332120,kddcup99_no_training_proxy
0.105109,0,normal,0.268321,kddcup99_no_training_proxy
0.095870,0,normal,0.262315,kddcup99_no_training_proxy
0.088696,0,normal,0.257652,kddcup99_no_training_proxy
0.135326,0,normal,0.287962,kddcup99_no_training_proxy
0.107391,0,normal,0.269804,kddcup99_no_training_proxy
0.089130,0,normal,0.257935,kddcup99_no_training_proxy
0.064616,0,normal,0.242001,kddcup99_no_training_proxy
0.064348,0,normal,0.241826,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.074348,0,normal,0.248326,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.103043,0,normal,0.266978,kddcup99_no_training_proxy
0.430000,0,normal,0.579500,kddcup99_no_training_proxy
0.121985,0,normal,0.279290,kddcup99_no_training_proxy
0.110326,0,normal,0.271712,kddcup99_no_training_proxy
0.063587,0,normal,0.241332,kddcup99_no_training_proxy
0.098043,0,normal,0.263728,kddcup99_no_training_proxy
0.230000,0,normal,0.399500,kddcup99_no_training_proxy
0.140000,0,normal,0.291000,kddcup99_no_training_proxy
0.340000,1,smurf,0.471000,kddcup99_no_training_proxy
0.095870,0,normal,0.262315,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.080109,0,normal,0.252071,kddcup99_no_training_proxy
0.089783,0,normal,0.258359,kddcup99_no_training_proxy
0.077283,0,normal,0.250234,kddcup99_no_training_proxy
0.061176,0,normal,0.239765,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.112174,0,normal,0.272913,kddcup99_no_training_proxy
0.178370,0,normal,0.315940,kddcup99_no_training_proxy
0.063587,0,normal,0.241332,kddcup99_no_training_proxy
0.092283,0,normal,0.259984,kddcup99_no_training_proxy
0.062263,0,normal,0.240471,kddcup99_no_training_proxy
0.079022,0,normal,0.251364,kddcup99_no_training_proxy
0.092283,0,normal,0.259984,kddcup99_no_training_proxy
0.063440,0,normal,0.241236,kddcup99_no_training_proxy
0.430000,0,normal,0.579500,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.077935,0,normal,0.250658,kddcup99_no_training_proxy
0.570000,0,normal,0.670500,kddcup99_no_training_proxy
0.119457,0,normal,0.277647,kddcup99_no_training_proxy
0.143587,0,normal,0.343332,kddcup99_no_training_proxy
0.241087,0,normal,0.406707,kddcup99_no_training_proxy
0.116087,0,normal,0.275457,kddcup99_no_training_proxy
0.085109,0,normal,0.255321,kddcup99_no_training_proxy
0.074348,0,normal,0.248326,kddcup99_no_training_proxy
0.135543,0,normal,0.288103,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.063587,0,normal,0.241332,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.081522,0,normal,0.252989,kddcup99_no_training_proxy
0.117391,0,normal,0.276304,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.260000,0,normal,0.369000,kddcup99_no_training_proxy
0.392625,0,normal,0.555206,kddcup99_no_training_proxy
0.149348,0,normal,0.297076,kddcup99_no_training_proxy
0.070109,0,normal,0.245571,kddcup99_no_training_proxy
0.193587,0,normal,0.375832,kddcup99_no_training_proxy
0.065793,0,normal,0.242765,kddcup99_no_training_proxy
0.193587,0,normal,0.375832,kddcup99_no_training_proxy
0.070761,0,normal,0.245995,kddcup99_no_training_proxy
0.077935,0,normal,0.250658,kddcup99_no_training_proxy
0.070761,0,normal,0.245995,kddcup99_no_training_proxy
0.066252,0,normal,0.243064,kddcup99_no_training_proxy
0.106630,0,normal,0.269310,kddcup99_no_training_proxy
0.112065,0,normal,0.272842,kddcup99_no_training_proxy
0.085109,0,normal,0.255321,kddcup99_no_training_proxy
0.153478,0,normal,0.299761,kddcup99_no_training_proxy
0.117174,0,normal,0.276163,kddcup99_no_training_proxy
0.200000,0,normal,0.330000,kddcup99_no_training_proxy
0.065435,0,normal,0.242533,kddcup99_no_training_proxy
0.228696,0,normal,0.348652,kddcup99_no_training_proxy
0.340000,1,smurf,0.471000,kddcup99_no_training_proxy
0.155978,0,normal,0.301386,kddcup99_no_training_proxy
0.230000,0,normal,0.349500,kddcup99_no_training_proxy
0.078824,0,normal,0.251235,kddcup99_no_training_proxy
0.076196,0,normal,0.249527,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.092391,0,normal,0.260054,kddcup99_no_training_proxy
0.083478,0,normal,0.254261,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.092283,0,normal,0.259984,kddcup99_no_training_proxy
0.065761,0,normal,0.242745,kddcup99_no_training_proxy
0.092283,0,normal,0.259984,kddcup99_no_training_proxy
0.149674,0,normal,0.297288,kddcup99_no_training_proxy
0.082609,0,normal,0.253696,kddcup99_no_training_proxy
0.140000,0,normal,0.341000,kddcup99_no_training_proxy
0.128913,0,normal,0.283793,kddcup99_no_training_proxy
0.136413,0,normal,0.288668,kddcup99_no_training_proxy
0.060000,0,normal,0.239000,kddcup99_no_training_proxy
0.100000,0,normal,0.265000,kddcup99_no_training_proxy
0.192500,0,normal,0.375125,kddcup99_no_training_proxy
0.081739,0,normal,0.253130,kddcup99_no_training_proxy
0.340000,1,smurf,0.471000,kddcup99_no_training_proxy
0.156848,0,normal,0.301951,kddcup99_no_training_proxy
0.077391,0,normal,0.250304,kddcup99_no_training_proxy
0.260000,0,normal,0.369000,kddcup99_no_training_proxy
0.155000,0,normal,0.300750,kddcup99_no_training_proxy
0.070761,0,normal,0.245995,kddcup99_no_training_proxy
0.340000,0,normal,0.471000,kddcup99_no_training_proxy
0.063587,0,normal,0.241332,kddcup99_no_training_proxy
0.195000,0,normal,0.376750,kddcup99_no_training_proxy
0.241087,0,normal,0.406707,kddcup99_no_training_proxy
0.178261,0,normal,0.315870,kddcup99_no_training_proxy
0.190000,0,normal,0.373500,kddcup99_no_training_proxy
0.120978,0,normal,0.278636,kddcup99_no_training_proxy
0.172500,0,normal,0.312125,kddcup99_no_training_proxy
0.095870,0,normal,0.262315,kddcup99_no_training_proxy
